FeedbackID,CustomerID,StoreID,Rating,ReviewText,FeedbackDate
2279,10814,21,4,Good prices during promotion,2024-05-17
2280,7028,18,4,Good prices during promotion,2024-04-18
2281,5373,1,5,Great selection and clean store,2023-07-11
2282,11484,13,3,Store was busy but okay,2024-12-10
2283,7291,14,2,Could not find what I needed,2024-03-24
2284,10746,10,4,Loved the indoor plant variety,2023-04-14
2285,6787,22,5,Loved the indoor plant variety,2023-12-28
2286,11747,6,5,Fast checkout and friendly advice,2024-01-03
2287,3266,11,3,Some items were out of stock,2025-05-23
2288,8984,1,3,Average product selection,2021-12-23
2289,1548,24,4,Fast checkout and friendly advice,2023-08-11
2290,10509,6,4,Good prices during promotion,2021-06-13
2291,1393,7,4,Helpful staff and healthy plants,2022-07-07
2292,9466,15,4,Fast checkout and friendly advice,2024-03-05
2293,694,15,4,Great selection and clean store,2023-02-15
2294,6146,21,5,Fast checkout and friendly advice,2024-10-13
2295,11179,19,5,Helpful staff and healthy plants,2022-01-22
2296,2585,11,4,Good prices during promotion,2023-05-06
2297,7772,23,4,Good prices during promotion,2025-04-19
2298,4482,10,3,Average product selection,2022-12-17
2299,6827,3,3,Decent experience overall,2021-10-06
2300,1277,1,4,Fast checkout and friendly advice,2022-10-24
2301,13727,8,4,Loved the indoor plant variety,2024-11-11
2302,8052,2,5,Good prices during promotion,2023-08-23
2303,13641,15,4,Fast checkout and friendly advice,2021-10-20
2304,6389,21,5,Good prices during promotion,2024-06-17
2305,248,19,4,Fast checkout and friendly advice,2024-04-13
2306,7451,18,3,Average product selection,2022-01-22
2307,3492,14,4,Loved the indoor plant variety,2021-05-06
2308,2302,19,2,Plant quality was disappointing,2023-07-24
2309,409,18,2,Plant quality was disappointing,2024-03-11
2310,99,5,3,Decent experience overall,2023-05-22
2311,3623,4,4,Great selection and clean store,2021-11-13
2312,6467,5,3,Prices were a bit high,2024-06-19
2313,9144,11,4,Loved the indoor plant variety,2022-11-09
2314,1635,23,5,Helpful staff and healthy plants,2024-04-25
2315,14520,25,3,Average product selection,2025-12-03
2316,117,4,4,Helpful staff and healthy plants,2023-07-20
2317,10406,20,3,Store was busy but okay,2024-11-05
2318,7790,13,3,Some items were out of stock,2023-05-24
2319,5083,7,4,Loved the indoor plant variety,2025-04-26
2320,12474,18,3,Prices were a bit high,2022-12-05
2321,9108,15,4,Great selection and clean store,2023-03-14
2322,662,24,3,Some items were out of stock,2023-11-23
2323,5196,9,3,Store was busy but okay,2025-03-03
2324,1965,1,5,Loved the indoor plant variety,2022-08-04
2325,1741,15,5,Fast checkout and friendly advice,2021-03-09
2326,8569,2,5,Loved the indoor plant variety,2023-11-20
2327,8656,21,3,Some items were out of stock,2022-05-10
2328,7971,12,4,Helpful staff and healthy plants,2023-02-12
2329,12153,2,4,Great selection and clean store,2022-01-06
2330,9429,12,4,Fast checkout and friendly advice,2022-04-19
2331,11884,13,2,Could not find what I needed,2022-11-15
2332,7131,10,4,Fast checkout and friendly advice,2022-09-06
2333,1851,19,5,Helpful staff and healthy plants,2022-05-06
2334,13987,15,4,Good prices during promotion,2022-02-14
2335,3328,16,4,Great selection and clean store,2025-01-22
2336,2111,15,3,Average product selection,2025-01-09
2337,10664,2,3,Some items were out of stock,2024-12-05
2338,7221,17,3,Average product selection,2024-02-02
2339,12508,9,5,Helpful staff and healthy plants,2022-01-02
2340,5059,16,4,Great selection and clean store,2023-09-22
2341,125,20,5,Great selection and clean store,2021-11-11
2342,6362,15,3,Decent experience overall,2023-10-25
2343,2316,2,5,Good prices during promotion,2021-12-04
2344,6328,3,5,Good prices during promotion,2023-08-24
2345,8792,4,4,Great selection and clean store,2025-02-07
2346,8795,18,3,Prices were a bit high,2023-01-23
2347,4054,1,4,Loved the indoor plant variety,2023-04-23
2348,14028,25,2,Could not find what I needed,2025-03-02
2349,1029,14,3,Decent experience overall,2023-11-20
2350,14030,5,4,Great selection and clean store,2024-05-16
2351,9238,5,4,Loved the indoor plant variety,2025-02-04
2352,7069,12,5,Fast checkout and friendly advice,2022-07-14
2353,10300,23,4,Fast checkout and friendly advice,2025-08-24
2354,5231,12,3,Average product selection,2022-06-27
2355,6593,7,4,Loved the indoor plant variety,2022-12-28
2356,10319,9,5,Loved the indoor plant variety,2024-02-15
2357,3070,5,5,Great selection and clean store,2023-04-05
2358,792,24,4,Loved the indoor plant variety,2021-08-27
2359,12197,17,3,Prices were a bit high,2023-11-26
2360,13237,10,4,Good prices during promotion,2024-07-11
2361,10951,7,4,Loved the indoor plant variety,2024-06-26
2362,5156,8,3,Store was busy but okay,2022-12-17
2363,14301,21,5,Great selection and clean store,2024-08-14
2364,7648,5,4,Good prices during promotion,2021-02-17
2365,3107,12,4,Great selection and clean store,2024-05-16
2366,1575,22,5,Good prices during promotion,2022-07-15
2367,11185,11,3,Prices were a bit high,2023-08-22
2368,3964,17,5,Good prices during promotion,2024-10-25
2369,1094,13,4,Loved the indoor plant variety,2023-12-06
2370,6053,12,2,Competitor had better price,2021-01-25
2371,1350,18,3,Decent experience overall,2021-05-15
2372,8086,12,4,Helpful staff and healthy plants,2025-05-07
2373,10475,12,4,Fast checkout and friendly advice,2021-08-24
2374,7097,20,5,Great selection and clean store,2023-12-27
2375,12246,3,4,Loved the indoor plant variety,2025-09-27
2376,11850,4,4,Great selection and clean store,2023-09-07
2377,14862,11,5,Loved the indoor plant variety,2022-04-05
2378,10439,4,4,Helpful staff and healthy plants,2021-11-21
2379,7342,9,5,Fast checkout and friendly advice,2023-03-02
2380,9137,12,5,Loved the indoor plant variety,2021-04-10
2381,10283,23,4,Great selection and clean store,2024-03-07
2382,2243,3,3,Prices were a bit high,2025-05-17
2383,13276,5,4,Fast checkout and friendly advice,2021-02-01
2384,4306,8,4,Loved the indoor plant variety,2024-02-22
2385,8498,19,4,Fast checkout and friendly advice,2022-02-16
2386,8414,2,4,Fast checkout and friendly advice,2024-12-20
2387,4568,4,4,Great selection and clean store,2025-11-26
2388,3462,24,4,Helpful staff and healthy plants,2022-10-03
2389,13083,14,4,Good prices during promotion,2022-08-17
2390,602,9,4,Helpful staff and healthy plants,2023-06-12
2391,13726,24,3,Some items were out of stock,2022-09-12
2392,9048,7,4,Fast checkout and friendly advice,2023-03-09
2393,8326,21,4,Helpful staff and healthy plants,2021-12-06
2394,13547,12,3,Store was busy but okay,2025-05-24
2395,748,18,3,Store was busy but okay,2022-09-24
2396,2677,20,3,Average product selection,2021-03-11
2397,3118,11,2,Competitor had better price,2023-12-27
2398,6590,9,4,Good prices during promotion,2022-06-03
2399,2884,22,3,Decent experience overall,2021-06-25
2400,6834,15,5,Helpful staff and healthy plants,2025-07-01
2401,10895,18,4,Helpful staff and healthy plants,2024-03-16
2402,12335,5,2,Could not find what I needed,2021-12-19
2403,5497,16,3,Prices were a bit high,2021-10-01
2404,10442,3,3,Decent experience overall,2025-06-11
2405,5064,18,4,Loved the indoor plant variety,2022-05-22
2406,8361,7,5,Great selection and clean store,2021-05-08
2407,9950,7,2,Could not find what I needed,2025-12-09
2408,13603,9,3,Store was busy but okay,2022-04-02
2409,13729,12,5,Great selection and clean store,2023-04-28
2410,12507,13,5,Helpful staff and healthy plants,2021-07-17
2411,2754,17,5,Helpful staff and healthy plants,2023-01-05
2412,7329,5,3,Decent experience overall,2021-10-05
2413,8660,11,4,Helpful staff and healthy plants,2022-06-24
2414,13390,3,4,Great selection and clean store,2023-05-27
2415,3557,1,4,Great selection and clean store,2025-05-25
2416,14889,24,4,Fast checkout and friendly advice,2021-06-15
2417,1613,3,4,Good prices during promotion,2025-03-22
2418,13876,3,5,Helpful staff and healthy plants,2024-09-06
2419,4490,24,4,Great selection and clean store,2023-11-20
2420,5800,9,4,Loved the indoor plant variety,2022-05-25
2421,13829,16,3,Average product selection,2021-09-15
2422,9175,6,3,Store was busy but okay,2021-07-14
2423,5264,7,4,Helpful staff and healthy plants,2021-04-22
2424,11942,14,4,Great selection and clean store,2021-12-26
2425,273,21,3,Some items were out of stock,2024-05-11
2426,643,7,5,Helpful staff and healthy plants,2023-07-15
2427,8791,18,5,Good prices during promotion,2024-11-28
2428,6533,2,2,Discount was confusing,2023-11-18
2429,1591,4,2,Plant quality was disappointing,2023-03-28
2430,12365,6,4,Fast checkout and friendly advice,2024-07-23
2431,7818,15,4,Fast checkout and friendly advice,2023-01-14
2432,12390,18,3,Store was busy but okay,2024-10-11
2433,14662,18,4,Great selection and clean store,2021-03-11
2434,11886,19,4,Great selection and clean store,2022-07-01
2435,3812,14,3,Store was busy but okay,2021-12-23
2436,13351,7,3,Prices were a bit high,2025-06-10
2437,8283,18,4,Good prices during promotion,2025-04-11
2438,5375,2,4,Fast checkout and friendly advice,2021-05-28
2439,165,12,4,Good prices during promotion,2021-12-05
2440,6413,14,4,Helpful staff and healthy plants,2021-12-02
2441,3616,20,4,Good prices during promotion,2022-04-15
2442,4907,5,4,Good prices during promotion,2024-04-09
2443,9820,20,5,Fast checkout and friendly advice,2021-03-12
2444,1027,6,3,Decent experience overall,2022-09-07
2445,984,17,4,Great selection and clean store,2023-11-19
2446,4579,3,3,Some items were out of stock,2021-04-01
2447,10687,7,5,Good prices during promotion,2022-07-13
2448,10229,10,4,Loved the indoor plant variety,2024-12-16
2449,2232,8,5,Good prices during promotion,2022-01-20
2450,8669,10,5,Fast checkout and friendly advice,2025-03-21
2451,2684,8,4,Fast checkout and friendly advice,2021-05-10
2452,5850,17,3,Average product selection,2023-04-24
2453,12940,17,5,Fast checkout and friendly advice,2025-12-12
2454,14403,1,5,Great selection and clean store,2022-12-19
2455,14860,13,3,Store was busy but okay,2025-07-21
2456,4980,12,3,Average product selection,2022-05-12
2457,13905,19,3,Some items were out of stock,2025-08-09
2458,6465,6,3,Prices were a bit high,2025-04-16
2459,4692,18,4,Helpful staff and healthy plants,2022-12-18
2460,1176,8,4,Loved the indoor plant variety,2023-07-23
2461,4372,24,5,Fast checkout and friendly advice,2023-01-24
2462,2565,25,5,Fast checkout and friendly advice,2025-02-20
2463,1827,4,4,Fast checkout and friendly advice,2023-05-27
2464,9529,8,3,Average product selection,2022-03-13
2465,10530,4,4,Helpful staff and healthy plants,2022-07-05
2466,14215,1,4,Fast checkout and friendly advice,2024-01-03
2467,12736,16,3,Store was busy but okay,2022-04-24
2468,14595,10,4,Good prices during promotion,2023-08-19
2469,14959,4,4,Great selection and clean store,2024-05-13
2470,7641,12,4,Good prices during promotion,2021-12-18
2471,7998,12,3,Average product selection,2024-06-02
2472,6335,18,4,Helpful staff and healthy plants,2025-04-03
2473,7299,11,3,Some items were out of stock,2025-07-24
2474,9970,24,4,Good prices during promotion,2024-07-19
2475,12172,5,4,Good prices during promotion,2021-04-26
2476,7318,14,4,Good prices during promotion,2025-09-22
2477,2472,4,4,Helpful staff and healthy plants,2023-10-09
2478,13293,25,4,Helpful staff and healthy plants,2023-10-18
2479,5725,2,2,Long wait and limited stock,2022-12-12
2480,9431,12,3,Store was busy but okay,2025-11-07
2481,4494,22,3,Prices were a bit high,2024-03-27
2482,13537,9,5,Helpful staff and healthy plants,2024-06-02
2483,4853,12,5,Good prices during promotion,2023-09-11
2484,2742,15,3,Decent experience overall,2025-07-02
2485,5126,16,4,Helpful staff and healthy plants,2025-12-21
2486,6394,25,5,Loved the indoor plant variety,2024-07-12
2487,2390,2,4,Good prices during promotion,2021-02-16
2488,13240,17,4,Helpful staff and healthy plants,2025-05-06
2489,10827,2,3,Store was busy but okay,2022-05-23
2490,10810,11,5,Great selection and clean store,2023-08-11
2491,1765,13,4,Helpful staff and healthy plants,2025-10-10
2492,11841,3,5,Good prices during promotion,2021-12-01
2493,3944,11,2,Discount was confusing,2023-12-07
2494,664,11,3,Decent experience overall,2022-01-08
2495,11538,8,4,Fast checkout and friendly advice,2025-10-02
2496,11725,17,3,Prices were a bit high,2021-12-25
2497,11389,5,4,Fast checkout and friendly advice,2023-05-21
2498,3207,17,4,Loved the indoor plant variety,2022-12-25
2499,159,6,4,Great selection and clean store,2021-04-21
2500,5915,24,4,Loved the indoor plant variety,2021-11-05
2501,9240,23,3,Prices were a bit high,2025-10-11
2502,5604,16,3,Prices were a bit high,2024-11-27
2503,8728,3,4,Good prices during promotion,2022-09-20
2504,11445,1,4,Helpful staff and healthy plants,2021-07-14
2505,4278,10,3,Some items were out of stock,2022-09-09
2506,8555,19,4,Loved the indoor plant variety,2023-05-28
2507,14843,19,4,Great selection and clean store,2021-09-26
2508,10486,18,4,Helpful staff and healthy plants,2024-12-19
2509,14534,7,3,Some items were out of stock,2024-08-07
2510,10287,10,3,Store was busy but okay,2025-10-02
2511,3464,12,4,Good prices during promotion,2023-03-25
2512,12561,5,4,Great selection and clean store,2023-06-02
2513,11463,16,5,Great selection and clean store,2025-04-12
2514,1762,13,3,Some items were out of stock,2021-06-04
2515,6181,21,4,Great selection and clean store,2021-11-03
2516,1463,5,4,Helpful staff and healthy plants,2021-10-15
2517,14976,18,5,Loved the indoor plant variety,2024-07-19
2518,11290,22,4,Good prices during promotion,2021-04-13
2519,5585,3,4,Helpful staff and healthy plants,2023-02-02
2520,492,11,5,Fast checkout and friendly advice,2022-09-15
2521,2096,7,4,Fast checkout and friendly advice,2023-11-16
2522,3422,5,5,Fast checkout and friendly advice,2025-04-26
2523,9712,5,4,Good prices during promotion,2024-06-18
2524,11297,11,4,Fast checkout and friendly advice,2021-05-17
2525,530,5,4,Good prices during promotion,2024-06-06
2526,2087,4,4,Good prices during promotion,2024-04-13
2527,10683,5,3,Some items were out of stock,2025-05-13
2528,11419,7,4,Good prices during promotion,2021-10-21
2529,9928,2,4,Helpful staff and healthy plants,2024-02-18
2530,11212,20,3,Decent experience overall,2024-05-05
2531,8008,8,5,Fast checkout and friendly advice,2024-10-19
2532,7471,8,5,Loved the indoor plant variety,2025-03-08
2533,2220,3,4,Loved the indoor plant variety,2022-04-11
2534,7070,1,4,Great selection and clean store,2025-04-03
2535,12249,1,3,Average product selection,2023-04-11
2536,6584,24,3,Prices were a bit high,2024-09-23
2537,9180,25,4,Helpful staff and healthy plants,2025-08-25
2538,13658,3,4,Good prices during promotion,2021-05-05
2539,937,3,4,Loved the indoor plant variety,2023-08-25
2540,13719,12,3,Prices were a bit high,2023-08-17
2541,6070,1,4,Loved the indoor plant variety,2021-10-05
2542,4695,4,3,Decent experience overall,2023-10-10
2543,9695,21,4,Great selection and clean store,2024-08-18
2544,12867,15,5,Fast checkout and friendly advice,2023-09-11
2545,5774,14,4,Good prices during promotion,2023-02-11
2546,3665,16,4,Fast checkout and friendly advice,2021-01-13
2547,6716,24,3,Store was busy but okay,2025-12-19
2548,3174,15,5,Good prices during promotion,2023-04-15
2549,12977,4,5,Helpful staff and healthy plants,2024-05-16
2550,13967,18,4,Fast checkout and friendly advice,2025-12-23
2551,12557,25,3,Store was busy but okay,2025-03-05
2552,13416,7,2,Discount was confusing,2023-07-21
2553,7834,11,4,Loved the indoor plant variety,2023-12-10
2554,9299,12,4,Loved the indoor plant variety,2024-11-22
2555,6341,19,4,Good prices during promotion,2025-04-18
2556,12691,17,2,Competitor had better price,2024-11-08
2557,9109,16,5,Fast checkout and friendly advice,2023-03-05
2558,3826,3,4,Loved the indoor plant variety,2021-01-04
2559,7319,7,4,Great selection and clean store,2023-10-25
2560,3439,24,4,Fast checkout and friendly advice,2021-03-18
2561,2614,5,4,Helpful staff and healthy plants,2024-11-27
2562,3203,10,2,Could not find what I needed,2025-06-15
2563,12139,11,5,Fast checkout and friendly advice,2022-02-22
2564,1806,11,3,Average product selection,2024-10-10
2565,2021,12,3,Store was busy but okay,2021-03-04
2566,11409,9,5,Great selection and clean store,2025-12-11
2567,1282,11,3,Store was busy but okay,2025-07-10
2568,3864,5,2,Competitor had better price,2023-12-26
2569,933,22,4,Loved the indoor plant variety,2022-12-06
2570,11682,9,3,Decent experience overall,2021-06-20
2571,13808,17,5,Great selection and clean store,2022-07-09
2572,11588,1,3,Prices were a bit high,2023-12-05
2573,6825,23,3,Average product selection,2025-03-26
2574,908,11,4,Good prices during promotion,2023-04-25
2575,3715,12,4,Loved the indoor plant variety,2023-01-27
2576,4129,23,5,Great selection and clean store,2021-11-14
2577,1580,13,3,Average product selection,2024-06-23
2578,14078,14,4,Helpful staff and healthy plants,2022-06-10
2579,10964,12,4,Good prices during promotion,2022-04-01
2580,1650,14,3,Some items were out of stock,2021-04-20
2581,8222,22,3,Average product selection,2024-04-21
2582,7323,13,3,Decent experience overall,2025-09-18
2583,11751,20,3,Prices were a bit high,2025-04-23
2584,7669,2,5,Good prices during promotion,2023-02-21
2585,7923,24,5,Helpful staff and healthy plants,2024-11-24
2586,870,12,3,Average product selection,2024-12-25
2587,14866,5,5,Loved the indoor plant variety,2025-04-10
2588,8494,7,4,Good prices during promotion,2024-09-06
2589,2124,9,4,Helpful staff and healthy plants,2023-04-27
2590,7132,8,4,Fast checkout and friendly advice,2024-11-04
2591,3845,24,3,Decent experience overall,2021-08-02
2592,10964,5,5,Loved the indoor plant variety,2025-05-16
2593,39,17,3,Store was busy but okay,2022-10-03
2594,13573,9,4,Loved the indoor plant variety,2025-02-21
2595,8185,16,4,Loved the indoor plant variety,2022-04-09
2596,8241,10,3,Decent experience overall,2021-08-18
2597,5537,5,4,Loved the indoor plant variety,2025-09-01
2598,10555,14,3,Some items were out of stock,2021-03-28
2599,10293,15,5,Loved the indoor plant variety,2021-01-08
2600,3235,8,5,Loved the indoor plant variety,2024-07-27
2601,10144,13,4,Good prices during promotion,2025-04-17
2602,14560,15,3,Store was busy but okay,2024-10-15
2603,3151,18,5,Great selection and clean store,2024-12-16
2604,13232,25,3,Average product selection,2025-11-18
2605,3783,23,4,Fast checkout and friendly advice,2022-12-26
2606,8826,14,3,Prices were a bit high,2023-06-03
2607,12003,3,5,Good prices during promotion,2025-06-08
2608,4873,19,5,Fast checkout and friendly advice,2024-04-19
2609,4472,7,3,Some items were out of stock,2023-04-01
2610,6356,11,4,Fast checkout and friendly advice,2022-11-19
2611,12356,19,4,Fast checkout and friendly advice,2021-05-19
2612,10431,2,4,Good prices during promotion,2025-04-17
2613,2136,16,4,Loved the indoor plant variety,2025-05-02
2614,3464,18,3,Decent experience overall,2021-06-15
2615,11259,11,4,Great selection and clean store,2021-05-07
2616,42,2,3,Some items were out of stock,2022-12-24
2617,10908,13,4,Helpful staff and healthy plants,2024-08-23
2618,9583,3,4,Great selection and clean store,2024-06-14
2619,565,7,4,Loved the indoor plant variety,2025-03-27
2620,10436,23,4,Fast checkout and friendly advice,2022-10-02
2621,11670,25,4,Fast checkout and friendly advice,2023-12-18
2622,2461,2,4,Loved the indoor plant variety,2022-10-11
2623,9356,3,4,Fast checkout and friendly advice,2022-07-19
2624,7135,20,5,Helpful staff and healthy plants,2021-08-03
2625,4484,24,4,Loved the indoor plant variety,2023-05-25
2626,10070,3,2,Long wait and limited stock,2021-03-16
2627,2456,23,5,Fast checkout and friendly advice,2022-03-08
2628,577,21,4,Fast checkout and friendly advice,2023-12-15
2629,5428,23,4,Loved the indoor plant variety,2022-01-06
2630,10087,6,5,Fast checkout and friendly advice,2025-06-14
2631,13648,10,4,Good prices during promotion,2025-03-02
2632,6555,2,4,Helpful staff and healthy plants,2021-02-02
2633,6754,3,3,Some items were out of stock,2024-08-11
2634,14957,13,4,Good prices during promotion,2022-12-11
2635,13155,19,4,Fast checkout and friendly advice,2022-05-19
2636,3133,9,4,Loved the indoor plant variety,2025-11-01
2637,12970,12,3,Decent experience overall,2023-06-01
2638,10969,5,5,Helpful staff and healthy plants,2021-06-15
2639,1618,8,2,Plant quality was disappointing,2024-05-24
2640,8590,8,4,Helpful staff and healthy plants,2022-03-03
2641,1110,8,4,Fast checkout and friendly advice,2025-01-01
2642,14104,5,4,Fast checkout and friendly advice,2023-05-09
2643,1895,24,5,Helpful staff and healthy plants,2024-04-27
2644,13854,2,3,Decent experience overall,2022-10-21
2645,1001,5,3,Store was busy but okay,2021-11-03
2646,9860,15,4,Helpful staff and healthy plants,2022-05-04
2647,2532,14,2,Could not find what I needed,2024-03-07
2648,10477,16,4,Fast checkout and friendly advice,2023-01-08
2649,8977,21,3,Some items were out of stock,2021-03-15
2650,9930,14,3,Decent experience overall,2023-08-24
2651,9892,6,3,Store was busy but okay,2022-11-08
2652,1976,25,4,Helpful staff and healthy plants,2023-03-16
2653,460,18,4,Fast checkout and friendly advice,2023-12-18
2654,5266,9,4,Good prices during promotion,2022-08-21
2655,7913,19,5,Loved the indoor plant variety,2022-03-11
2656,1727,19,4,Loved the indoor plant variety,2022-10-19
2657,12539,18,4,Great selection and clean store,2021-07-08
2658,6147,12,3,Decent experience overall,2025-04-02
2659,983,1,4,Loved the indoor plant variety,2025-02-03
2660,3903,25,4,Great selection and clean store,2022-06-25
2661,3340,4,4,Good prices during promotion,2021-03-21
2662,10231,24,4,Loved the indoor plant variety,2022-06-26
2663,10519,7,5,Loved the indoor plant variety,2022-08-04
2664,1453,9,3,Average product selection,2022-11-11
2665,10835,9,3,Prices were a bit high,2021-01-25
2666,1991,11,4,Helpful staff and healthy plants,2021-01-09
2667,11862,18,4,Great selection and clean store,2025-04-24
2668,3266,7,2,Discount was confusing,2023-06-12
2669,5054,22,3,Prices were a bit high,2023-08-14
2670,8750,20,3,Average product selection,2024-05-16
2671,14067,6,5,Good prices during promotion,2024-10-21
2672,12659,11,4,Fast checkout and friendly advice,2022-03-21
2673,9244,18,4,Helpful staff and healthy plants,2021-08-08
2674,1027,1,4,Great selection and clean store,2023-09-27
2675,13794,8,4,Good prices during promotion,2024-09-16
2676,7074,11,3,Prices were a bit high,2024-05-27
2677,13533,8,4,Fast checkout and friendly advice,2022-02-22
2678,525,21,4,Helpful staff and healthy plants,2021-06-20
2679,11039,23,4,Helpful staff and healthy plants,2024-02-02
2680,5121,14,4,Helpful staff and healthy plants,2021-10-12
2681,10665,7,5,Loved the indoor plant variety,2021-03-12
2682,14613,7,3,Some items were out of stock,2021-07-10
2683,2462,22,3,Prices were a bit high,2024-05-09
2684,9368,23,4,Helpful staff and healthy plants,2023-03-12
2685,4873,25,4,Loved the indoor plant variety,2024-09-14
2686,166,5,3,Decent experience overall,2024-12-19
2687,7479,12,3,Prices were a bit high,2023-12-05
2688,4758,1,3,Store was busy but okay,2025-09-17
2689,11220,20,4,Great selection and clean store,2024-05-06
2690,8522,16,4,Fast checkout and friendly advice,2021-12-23
2691,10055,19,5,Fast checkout and friendly advice,2023-04-02
2692,10725,10,4,Helpful staff and healthy plants,2025-11-01
2693,9975,14,4,Helpful staff and healthy plants,2025-02-07
2694,959,1,3,Prices were a bit high,2025-08-01
2695,14052,17,4,Great selection and clean store,2021-08-25
2696,478,17,3,Some items were out of stock,2025-04-14
2697,8593,25,3,Prices were a bit high,2023-05-09
2698,10613,23,4,Fast checkout and friendly advice,2024-03-02
2699,14989,14,4,Helpful staff and healthy plants,2022-06-11
2700,9120,2,4,Fast checkout and friendly advice,2022-07-04
2701,2296,23,5,Great selection and clean store,2023-08-23
2702,11628,8,4,Helpful staff and healthy plants,2021-01-23
2703,8164,1,5,Fast checkout and friendly advice,2024-05-23
2704,3370,10,4,Fast checkout and friendly advice,2021-10-14
2705,7171,8,4,Loved the indoor plant variety,2025-07-25
2706,702,12,5,Great selection and clean store,2021-02-02
2707,2361,1,4,Good prices during promotion,2021-05-26
2708,1752,9,4,Loved the indoor plant variety,2022-12-25
2709,13408,3,3,Some items were out of stock,2025-08-14
2710,1983,6,2,Discount was confusing,2021-12-27
2711,14181,1,4,Loved the indoor plant variety,2025-06-13
2712,13629,12,3,Decent experience overall,2024-05-14
2713,890,2,4,Great selection and clean store,2024-07-15
2714,2945,21,4,Fast checkout and friendly advice,2024-10-19
2715,86,16,4,Helpful staff and healthy plants,2025-12-18
2716,411,15,5,Great selection and clean store,2023-06-26
2717,14029,19,4,Fast checkout and friendly advice,2025-09-21
2718,4732,8,4,Fast checkout and friendly advice,2025-08-13
2719,1352,15,4,Fast checkout and friendly advice,2022-04-10
2720,9491,11,4,Loved the indoor plant variety,2024-01-10
2721,4917,25,4,Fast checkout and friendly advice,2021-10-19
2722,4450,12,4,Fast checkout and friendly advice,2024-11-14
2723,13666,7,4,Fast checkout and friendly advice,2023-12-11
2724,6885,16,3,Store was busy but okay,2022-05-24
2725,3803,19,5,Loved the indoor plant variety,2025-03-21
2726,10744,5,4,Helpful staff and healthy plants,2021-08-05
2727,3363,12,4,Great selection and clean store,2022-08-17
2728,14135,21,4,Fast checkout and friendly advice,2023-12-26
2729,13058,15,4,Good prices during promotion,2024-11-01
2730,11824,2,4,Helpful staff and healthy plants,2022-09-24
2731,1053,14,5,Helpful staff and healthy plants,2024-04-22
2732,4460,9,3,Store was busy but okay,2021-06-16
2733,8179,25,5,Fast checkout and friendly advice,2023-05-26
2734,9093,4,4,Great selection and clean store,2023-04-28
2735,1907,4,2,Could not find what I needed,2023-02-05
2736,7184,6,4,Helpful staff and healthy plants,2023-07-15
2737,10456,17,4,Great selection and clean store,2021-05-26
2738,5965,17,2,Plant quality was disappointing,2021-02-20
2739,4113,3,4,Fast checkout and friendly advice,2021-06-16
2740,1234,16,4,Helpful staff and healthy plants,2025-08-11
2741,7113,23,4,Fast checkout and friendly advice,2024-11-14
2742,4375,11,4,Loved the indoor plant variety,2023-07-16
2743,11033,3,4,Helpful staff and healthy plants,2022-12-25
2744,2498,8,5,Great selection and clean store,2023-08-15
2745,348,20,4,Helpful staff and healthy plants,2025-09-25
2746,118,10,4,Fast checkout and friendly advice,2024-11-14
2747,13966,13,3,Some items were out of stock,2021-05-26
2748,11780,12,5,Loved the indoor plant variety,2024-07-02
2749,5358,6,4,Helpful staff and healthy plants,2021-09-20
2750,13388,18,4,Good prices during promotion,2021-07-18
2751,710,20,3,Store was busy but okay,2024-08-18
2752,4292,20,3,Prices were a bit high,2023-01-07
2753,6251,11,3,Some items were out of stock,2025-02-03
2754,5534,17,4,Good prices during promotion,2024-03-17
2755,2692,5,4,Loved the indoor plant variety,2021-04-08
2756,7921,11,4,Great selection and clean store,2025-06-15
2757,3197,24,3,Some items were out of stock,2022-03-01
2758,6269,18,4,Helpful staff and healthy plants,2022-01-20
2759,13773,6,5,Loved the indoor plant variety,2022-07-21
2760,6795,12,5,Good prices during promotion,2023-07-09
2761,1785,20,3,Average product selection,2025-12-15
2762,5987,9,2,Competitor had better price,2025-09-04
2763,2532,2,3,Prices were a bit high,2022-08-07
2764,8841,13,4,Fast checkout and friendly advice,2025-07-21
2765,11309,7,5,Helpful staff and healthy plants,2025-05-25
2766,12138,1,4,Loved the indoor plant variety,2023-05-14
2767,12313,11,4,Great selection and clean store,2021-12-03
2768,5345,15,3,Average product selection,2023-05-18
2769,9283,7,4,Fast checkout and friendly advice,2022-04-19
2770,5953,11,5,Helpful staff and healthy plants,2025-03-06
2771,14158,7,3,Store was busy but okay,2024-03-17
2772,3410,21,3,Average product selection,2023-12-09
2773,10003,5,4,Helpful staff and healthy plants,2023-03-05
2774,891,12,5,Fast checkout and friendly advice,2021-05-17
2775,6401,20,3,Average product selection,2021-04-18
2776,4286,10,3,Decent experience overall,2021-04-13
2777,5009,15,3,Decent experience overall,2023-04-28
2778,3435,8,3,Prices were a bit high,2025-04-04
2779,14011,15,4,Fast checkout and friendly advice,2023-09-09
2780,14338,8,5,Helpful staff and healthy plants,2024-11-11
2781,13775,22,5,Great selection and clean store,2024-03-21
2782,4290,1,4,Fast checkout and friendly advice,2024-02-01
2783,7066,6,4,Good prices during promotion,2025-01-28
2784,4915,21,3,Store was busy but okay,2021-05-24
2785,10950,24,4,Great selection and clean store,2024-02-17
2786,7948,14,4,Loved the indoor plant variety,2024-03-06
2787,11053,20,3,Store was busy but okay,2024-08-24
2788,13471,12,5,Good prices during promotion,2024-11-20
